Country_Code,Country,Year,Series,Value
344,"China, Hong Kong SAR",2010,Life expectancy at birth for both sexes (years),83
344,"China, Hong Kong SAR",2010,Life expectancy at birth for males (years),80.2
344,"China, Hong Kong SAR",2010,Life expectancy at birth for females (years),85.9
344,"China, Hong Kong SAR",2015,Population annual rate of increase (percent),0.6
344,"China, Hong Kong SAR",2015,Total fertility rate (children per women),1.2
344,"China, Hong Kong SAR",2015,"Infant mortality for both sexes (per 1,000 live births)",1.4
344,"China, Hong Kong SAR",2015,Life expectancy at birth for both sexes (years),84.3
344,"China, Hong Kong SAR",2015,Life expectancy at birth for males (years),81.5
344,"China, Hong Kong SAR",2015,Life expectancy at birth for females (years),87.2
344,"China, Hong Kong SAR",2022,Population annual rate of increase (percent),0
344,"China, Hong Kong SAR",2022,Total fertility rate (children per women),0.8
344,"China, Hong Kong SAR",2022,"Infant mortality for both sexes (per 1,000 live births)",1.4
344,"China, Hong Kong SAR",2022,Life expectancy at birth for both sexes (years),84.3
344,"China, Hong Kong SAR",2022,Life expectancy at birth for males (years),81.8
344,"China, Hong Kong SAR",2022,Life expectancy at birth for females (years),86.9
446,"China, Macao SAR",2010,Population annual rate of increase (percent),2.6
446,"China, Macao SAR",2010,Total fertility rate (children per women),1
446,"China, Macao SAR",2010,"Infant mortality for both sexes (per 1,000 live births)",3.4
446,"China, Macao SAR",2010,Life expectancy at birth for both sexes (years),83.1
446,"China, Macao SAR",2010,Life expectancy at birth for males (years),80
446,"China, Macao SAR",2010,Life expectancy at birth for females (years),86.2
446,"China, Macao SAR",2015,Population annual rate of increase (percent),1.8
446,"China, Macao SAR",2015,Total fertility rate (children per women),1.2
446,"China, Macao SAR",2015,"Infant mortality for both sexes (per 1,000 live births)",2.8
446,"China, Macao SAR",2015,Life expectancy at birth for both sexes (years),84
446,"China, Macao SAR",2015,Life expectancy at birth for males (years),81.1
446,"China, Macao SAR",2015,Life expectancy at birth for females (years),86.8
446,"China, Macao SAR",2022,Population annual rate of increase (percent),1.3
446,"China, Macao SAR",2022,Total fertility rate (children per women),1.1
446,"China, Macao SAR",2022,"Infant mortality for both sexes (per 1,000 live births)",2.2
446,"China, Macao SAR",2022,Life expectancy at birth for both sexes (years),85.4
446,"China, Macao SAR",2022,Life expectancy at birth for males (years),82.8
446,"China, Macao SAR",2022,Life expectancy at birth for females (years),88
170,Colombia,2010,Population annual rate of increase (percent),1.1
170,Colombia,2010,Total fertility rate (children per women),2
170,Colombia,2010,"Infant mortality for both sexes (per 1,000 live births)",15.5
170,Colombia,2010,"Maternal mortality ratio (deaths per 100,000 population)",71
170,Colombia,2010,Life expectancy at birth for both sexes (years),75
170,Colombia,2010,Life expectancy at birth for males (years),71.8
170,Colombia,2010,Life expectancy at birth for females (years),78.3
170,Colombia,2015,Population annual rate of increase (percent),1
170,Colombia,2015,Total fertility rate (children per women),1.9
170,Colombia,2015,"Infant mortality for both sexes (per 1,000 live births)",13.2
170,Colombia,2015,"Maternal mortality ratio (deaths per 100,000 population)",70
170,Colombia,2015,Life expectancy at birth for both sexes (years),76.3
170,Colombia,2015,Life expectancy at birth for males (years),73.3
170,Colombia,2015,Life expectancy at birth for females (years),79.3
170,Colombia,2020,Population annual rate of increase (percent),1.2
170,Colombia,2020,Total fertility rate (children per women),1.7
170,Colombia,2020,"Infant mortality for both sexes (per 1,000 live births)",11.2
170,Colombia,2020,"Maternal mortality ratio (deaths per 100,000 population)",75
170,Colombia,2020,Life expectancy at birth for both sexes (years),74.8
170,Colombia,2020,Life expectancy at birth for males (years),71.5
170,Colombia,2020,Life expectancy at birth for females (years),78.1
170,Colombia,2022,Population annual rate of increase (percent),0.3
170,Colombia,2022,Total fertility rate (children per women),1.7
170,Colombia,2022,"Infant mortality for both sexes (per 1,000 live births)",10.9
170,Colombia,2022,Life expectancy at birth for both sexes (years),73.7
170,Colombia,2022,Life expectancy at birth for males (years),70.3
170,Colombia,2022,Life expectancy at birth for females (years),77.1
174,Comoros,2010,Population annual rate of increase (percent),2.1
174,Comoros,2010,Total fertility rate (children per women),4.8
174,Comoros,2010,"Infant mortality for both sexes (per 1,000 live births)",62.4
174,Comoros,2010,"Maternal mortality ratio (deaths per 100,000 population)",316
174,Comoros,2010,Life expectancy at birth for both sexes (years),61.1
174,Comoros,2010,Life expectancy at birth for males (years),59.3
174,Comoros,2010,Life expectancy at birth for females (years),63.1
174,Comoros,2015,Population annual rate of increase (percent),2.2
174,Comoros,2015,Total fertility rate (children per women),4.4
174,Comoros,2015,"Infant mortality for both sexes (per 1,000 live births)",54.4
174,Comoros,2015,"Maternal mortality ratio (deaths per 100,000 population)",261
174,Comoros,2015,Life expectancy at birth for both sexes (years),62.9
174,Comoros,2015,Life expectancy at birth for males (years),60.8
174,Comoros,2015,Life expectancy at birth for females (years),65.2
174,Comoros,2020,Population annual rate of increase (percent),1.9
174,Comoros,2020,Total fertility rate (children per women),4.1
174,Comoros,2020,"Infant mortality for both sexes (per 1,000 live births)",46.9
174,Comoros,2020,"Maternal mortality ratio (deaths per 100,000 population)",217
174,Comoros,2020,Life expectancy at birth for both sexes (years),64.2
174,Comoros,2020,Life expectancy at birth for males (years),62
174,Comoros,2020,Life expectancy at birth for females (years),66.6
174,Comoros,2022,Population annual rate of increase (percent),1.8
174,Comoros,2022,Total fertility rate (children per women),3.9
174,Comoros,2022,"Infant mortality for both sexes (per 1,000 live births)",45.5
174,Comoros,2022,Life expectancy at birth for both sexes (years),63.7
174,Comoros,2022,Life expectancy at birth for males (years),61.5
174,Comoros,2022,Life expectancy at birth for females (years),66.1
178,Congo,2010,Population annual rate of increase (percent),3.3
178,Congo,2010,Total fertility rate (children per women),4.8
178,Congo,2010,"Infant mortality for both sexes (per 1,000 live births)",43.6
178,Congo,2010,"Maternal mortality ratio (deaths per 100,000 population)",389
178,Congo,2010,Life expectancy at birth for both sexes (years),61.7
178,Congo,2010,Life expectancy at birth for males (years),60.6
178,Congo,2010,Life expectancy at birth for females (years),62.8
178,Congo,2015,Population annual rate of increase (percent),2.4
178,Congo,2015,Total fertility rate (children per women),4.6
178,Congo,2015,"Infant mortality for both sexes (per 1,000 live births)",37.6
178,Congo,2015,"Maternal mortality ratio (deaths per 100,000 population)",360
178,Congo,2015,Life expectancy at birth for both sexes (years),63.2
178,Congo,2015,Life expectancy at birth for males (years),62.1
178,Congo,2015,Life expectancy at birth for females (years),64.3
178,Congo,2020,Population annual rate of increase (percent),2.3
178,Congo,2020,Total fertility rate (children per women),4.2
178,Congo,2020,"Infant mortality for both sexes (per 1,000 live births)",32.6
178,Congo,2020,"Maternal mortality ratio (deaths per 100,000 population)",282
178,Congo,2020,Life expectancy at birth for both sexes (years),63.8
178,Congo,2020,Life expectancy at birth for males (years),62.2
178,Congo,2020,Life expectancy at birth for females (years),65.4
178,Congo,2022,Population annual rate of increase (percent),2.3
178,Congo,2022,Total fertility rate (children per women),4.1
178,Congo,2022,"Infant mortality for both sexes (per 1,000 live births)",36.7
178,Congo,2022,Life expectancy at birth for both sexes (years),63.1
178,Congo,2022,Life expectancy at birth for males (years),61.5
178,Congo,2022,Life expectancy at birth for females (years),64.6
184,Cook Islands,2010,Population annual rate of increase (percent),3.4
184,Cook Islands,2010,Total fertility rate (children per women),2.6
184,Cook Islands,2010,"Infant mortality for both sexes (per 1,000 live births)",9.2
184,Cook Islands,2010,Life expectancy at birth for both sexes (years),73.5
184,Cook Islands,2010,Life expectancy at birth for males (years),69.9
184,Cook Islands,2010,Life expectancy at birth for females (years),77.8
184,Cook Islands,2015,Population annual rate of increase (percent),-0.8
184,Cook Islands,2015,Total fertility rate (children per women),2.4
184,Cook Islands,2015,"Infant mortality for both sexes (per 1,000 live births)",7.5
184,Cook Islands,2015,Life expectancy at birth for both sexes (years),74.2
184,Cook Islands,2015,Life expectancy at birth for males (years),70.6
184,Cook Islands,2015,Life expectancy at birth for females (years),78.3
184,Cook Islands,2022,Population annual rate of increase (percent),0.3
184,Cook Islands,2022,Total fertility rate (children per women),2.2
184,Cook Islands,2022,"Infant mortality for both sexes (per 1,000 live births)",5.7
184,Cook Islands,2022,Life expectancy at birth for both sexes (years),75.1
184,Cook Islands,2022,Life expectancy at birth for males (years),71.4
184,Cook Islands,2022,Life expectancy at birth for females (years),79
188,Costa Rica,2010,Population annual rate of increase (percent),1.3
188,Costa Rica,2010,Total fertility rate (children per women),1.9
188,Costa Rica,2010,"Infant mortality for both sexes (per 1,000 live births)",9.1
188,Costa Rica,2010,"Maternal mortality ratio (deaths per 100,000 population)",27
188,Costa Rica,2010,Life expectancy at birth for both sexes (years),78.7
188,Costa Rica,2010,Life expectancy at birth for males (years),76.3
188,Costa Rica,2010,Life expectancy at birth for females (years),81.1
188,Costa Rica,2015,Population annual rate of increase (percent),1
188,Costa Rica,2015,Total fertility rate (children per women),1.8
188,Costa Rica,2015,"Infant mortality for both sexes (per 1,000 live births)",7.8
188,Costa Rica,2015,"Maternal mortality ratio (deaths per 100,000 population)",20
188,Costa Rica,2015,Life expectancy at birth for both sexes (years),79.1
188,Costa Rica,2015,Life expectancy at birth for males (years),76.7
188,Costa Rica,2015,Life expectancy at birth for females (years),81.6
188,Costa Rica,2020,Population annual rate of increase (percent),0.7
188,Costa Rica,2020,Total fertility rate (children per women),1.6
188,Costa Rica,2020,"Infant mortality for both sexes (per 1,000 live births)",6.8
188,Costa Rica,2020,"Maternal mortality ratio (deaths per 100,000 population)",22
188,Costa Rica,2020,Life expectancy at birth for both sexes (years),79.3
188,Costa Rica,2020,Life expectancy at birth for males (years),76.8
188,Costa Rica,2020,Life expectancy at birth for females (years),81.9
188,Costa Rica,2022,Population annual rate of increase (percent),0.5
188,Costa Rica,2022,Total fertility rate (children per women),1.5
188,Costa Rica,2022,"Infant mortality for both sexes (per 1,000 live births)",6.8
188,Costa Rica,2022,Life expectancy at birth for both sexes (years),77.3
188,Costa Rica,2022,Life expectancy at birth for males (years),74.8
188,Costa Rica,2022,Life expectancy at birth for females (years),80
384,Côte d’Ivoire,2010,Population annual rate of increase (percent),2.1
384,Côte d’Ivoire,2010,Total fertility rate (children per women),5.1
384,Côte d’Ivoire,2010,"Infant mortality for both sexes (per 1,000 live births)",76.6
384,Côte d’Ivoire,2010,"Maternal mortality ratio (deaths per 100,000 population)",604
384,Côte d’Ivoire,2010,Life expectancy at birth for both sexes (years),55
384,Côte d’Ivoire,2010,Life expectancy at birth for males (years),53.9
384,Côte d’Ivoire,2010,Life expectancy at birth for females (years),56.2
384,Côte d’Ivoire,2015,Population annual rate of increase (percent),2.6
384,Côte d’Ivoire,2015,Total fertility rate (children per women),4.8
384,Côte d’Ivoire,2015,"Infant mortality for both sexes (per 1,000 live births)",66.6
384,Côte d’Ivoire,2015,"Maternal mortality ratio (deaths per 100,000 population)",530
384,Côte d’Ivoire,2015,Life expectancy at birth for both sexes (years),57.8
384,Côte d’Ivoire,2015,Life expectancy at birth for males (years),56.7
384,Côte d’Ivoire,2015,Life expectancy at birth for females (years),58.9
384,Côte d’Ivoire,2020,Population annual rate of increase (percent),2.5
384,Côte d’Ivoire,2020,Total fertility rate (children per women),4.5
384,Côte d’Ivoire,2020,"Infant mortality for both sexes (per 1,000 live births)",58.2
384,Côte d’Ivoire,2020,"Maternal mortality ratio (deaths per 100,000 population)",480
384,Côte d’Ivoire,2020,Life expectancy at birth for both sexes (years),59
384,Côte d’Ivoire,2020,Life expectancy at birth for males (years),57.9
384,Côte d’Ivoire,2020,Life expectancy at birth for females (years),60.4
384,Côte d’Ivoire,2022,Population annual rate of increase (percent),2.5
384,Côte d’Ivoire,2022,Total fertility rate (children per women),4.3
384,Côte d’Ivoire,2022,"Infant mortality for both sexes (per 1,000 live births)",56.8
384,Côte d’Ivoire,2022,Life expectancy at birth for both sexes (years),58.9
384,Côte d’Ivoire,2022,Life expectancy at birth for males (years),57.7
384,Côte d’Ivoire,2022,Life expectancy at birth for females (years),60.3
191,Croatia,2010,Population annual rate of increase (percent),-0.3
191,Croatia,2010,Total fertility rate (children per women),1.5
191,Croatia,2010,"Infant mortality for both sexes (per 1,000 live births)",3.9
191,Croatia,2010,"Maternal mortality ratio (deaths per 100,000 population)",7
191,Croatia,2010,Life expectancy at birth for both sexes (years),76.8
191,Croatia,2010,Life expectancy at birth for males (years),73.6
191,Croatia,2010,Life expectancy at birth for females (years),80
191,Croatia,2015,Population annual rate of increase (percent),-0.8
191,Croatia,2015,Total fertility rate (children per women),1.4
191,Croatia,2015,"Infant mortality for both sexes (per 1,000 live births)",3.8
191,Croatia,2015,"Maternal mortality ratio (deaths per 100,000 population)",6
191,Croatia,2015,Life expectancy at birth for both sexes (years),77.6
191,Croatia,2015,Life expectancy at birth for males (years),74.5
191,Croatia,2015,Life expectancy at birth for females (years),80.5
191,Croatia,2020,Population annual rate of increase (percent),-0.9
191,Croatia,2020,Total fertility rate (children per women),1.5
191,Croatia,2020,"Infant mortality for both sexes (per 1,000 live births)",3.7
191,Croatia,2020,"Maternal mortality ratio (deaths per 100,000 population)",5
191,Croatia,2020,Life expectancy at birth for both sexes (years),78
191,Croatia,2020,Life expectancy at birth for males (years),75.1
191,Croatia,2020,Life expectancy at birth for females (years),80.9
191,Croatia,2022,Population annual rate of increase (percent),-0.5
191,Croatia,2022,Total fertility rate (children per women),1.4
191,Croatia,2022,"Infant mortality for both sexes (per 1,000 live births)",3
191,Croatia,2022,Life expectancy at birth for both sexes (years),79.2
191,Croatia,2022,Life expectancy at birth for males (years),76.4
191,Croatia,2022,Life expectancy at birth for females (years),82
192,Cuba,2010,Population annual rate of increase (percent),0.1
192,Cuba,2010,Total fertility rate (children per women),1.7
192,Cuba,2010,"Infant mortality for both sexes (per 1,000 live births)",5.2
192,Cuba,2010,"Maternal mortality ratio (deaths per 100,000 population)",41
192,Cuba,2010,Life expectancy at birth for both sexes (years),77.7
192,Cuba,2010,Life expectancy at birth for males (years),75.5
192,Cuba,2010,Life expectancy at birth for females (years),80
192,Cuba,2015,Population annual rate of increase (percent),0.1
192,Cuba,2015,Total fertility rate (children per women),1.7
192,Cuba,2015,"Infant mortality for both sexes (per 1,000 live births)",4.6
192,Cuba,2015,"Maternal mortality ratio (deaths per 100,000 population)",39
192,Cuba,2015,Life expectancy at birth for both sexes (years),77.8
192,Cuba,2015,Life expectancy at birth for males (years),75.5
192,Cuba,2015,Life expectancy at birth for females (years),80.1
192,Cuba,2020,Population annual rate of increase (percent),-0.2
192,Cuba,2020,Total fertility rate (children per women),1.5
192,Cuba,2020,"Infant mortality for both sexes (per 1,000 live births)",4.1
192,Cuba,2020,"Maternal mortality ratio (deaths per 100,000 population)",39
192,Cuba,2020,Life expectancy at birth for both sexes (years),77.6
192,Cuba,2020,Life expectancy at birth for males (years),75
192,Cuba,2020,Life expectancy at birth for females (years),80.2
192,Cuba,2022,Population annual rate of increase (percent),-0.2
192,Cuba,2022,Total fertility rate (children per women),1.4
192,Cuba,2022,"Infant mortality for both sexes (per 1,000 live births)",4
192,Cuba,2022,Life expectancy at birth for both sexes (years),78.2
192,Cuba,2022,Life expectancy at birth for males (years),75.8
192,Cuba,2022,Life expectancy at birth for females (years),80.6
531,Curaçao,2010,Population annual rate of increase (percent),1.5
531,Curaçao,2010,Total fertility rate (children per women),2.2
531,Curaçao,2010,"Infant mortality for both sexes (per 1,000 live births)",11.6
531,Curaçao,2010,Life expectancy at birth for both sexes (years),74.8
531,Curaçao,2010,Life expectancy at birth for males (years),71.4
531,Curaçao,2010,Life expectancy at birth for females (years),78
531,Curaçao,2015,Population annual rate of increase (percent),0.8
531,Curaçao,2015,Total fertility rate (children per women),1.9
531,Curaçao,2015,"Infant mortality for both sexes (per 1,000 live births)",9.5
531,Curaçao,2015,Life expectancy at birth for both sexes (years),76.1
531,Curaçao,2015,Life expectancy at birth for males (years),72.1
531,Curaçao,2015,Life expectancy at birth for females (years),79.8
531,Curaçao,2022,Population annual rate of increase (percent),0.5
531,Curaçao,2022,Total fertility rate (children per women),1.6
531,Curaçao,2022,"Infant mortality for both sexes (per 1,000 live births)",7.9
531,Curaçao,2022,Life expectancy at birth for both sexes (years),76.7
531,Curaçao,2022,Life expectancy at birth for males (years),72.7
531,Curaçao,2022,Life expectancy at birth for females (years),80.3
196,Cyprus,2010,Population annual rate of increase (percent),1.7
196,Cyprus,2010,Total fertility rate (children per women),1.4
196,Cyprus,2010,"Infant mortality for both sexes (per 1,000 live births)",2.9
196,Cyprus,2010,"Maternal mortality ratio (deaths per 100,000 population)",27
196,Cyprus,2010,Life expectancy at birth for both sexes (years),79.7
196,Cyprus,2010,Life expectancy at birth for males (years),77.4
196,Cyprus,2010,Life expectancy at birth for females (years),82
196,Cyprus,2015,Population annual rate of increase (percent),0.9
196,Cyprus,2015,Total fertility rate (children per women),1.3
196,Cyprus,2015,"Infant mortality for both sexes (per 1,000 live births)",2.5
196,Cyprus,2015,"Maternal mortality ratio (deaths per 100,000 population)",42
196,Cyprus,2015,Life expectancy at birth for both sexes (years),81
196,Cyprus,2015,Life expectancy at birth for males (years),79.1
196,Cyprus,2015,Life expectancy at birth for females (years),82.9
196,Cyprus,2020,Population annual rate of increase (percent),0.6
196,Cyprus,2020,Total fertility rate (children per women),1.3
196,Cyprus,2020,"Infant mortality for both sexes (per 1,000 live births)",2.4
196,Cyprus,2020,"Maternal mortality ratio (deaths per 100,000 population)",68
196,Cyprus,2020,Life expectancy at birth for both sexes (years),81.4
196,Cyprus,2020,Life expectancy at birth for males (years),79.3
196,Cyprus,2020,Life expectancy at birth for females (years),83.4
196,Cyprus,2022,Population annual rate of increase (percent),0.7
196,Cyprus,2022,Total fertility rate (children per women),1.3
196,Cyprus,2022,"Infant mortality for both sexes (per 1,000 live births)",2.1
196,Cyprus,2022,Life expectancy at birth for both sexes (years),81.9
196,Cyprus,2022,Life expectancy at birth for males (years),80.1
196,Cyprus,2022,Life expectancy at birth for females (years),83.7
203,Czechia,2010,Population annual rate of increase (percent),0.4
203,Czechia,2010,Total fertility rate (children per women),1.5
203,Czechia,2010,"Infant mortality for both sexes (per 1,000 live births)",2.6
203,Czechia,2010,"Maternal mortality ratio (deaths per 100,000 population)",4
203,Czechia,2010,Life expectancy at birth for both sexes (years),77.6
203,Czechia,2010,Life expectancy at birth for males (years),74.4
203,Czechia,2010,Life expectancy at birth for females (years),80.7
203,Czechia,2015,Population annual rate of increase (percent),0
203,Czechia,2015,Total fertility rate (children per women),1.6
203,Czechia,2015,"Infant mortality for both sexes (per 1,000 live births)",2.5
203,Czechia,2015,"Maternal mortality ratio (deaths per 100,000 population)",4
203,Czechia,2015,Life expectancy at birth for both sexes (years),78.6
203,Czechia,2015,Life expectancy at birth for males (years),75.6
203,Czechia,2015,Life expectancy at birth for females (years),81.5
203,Czechia,2020,Population annual rate of increase (percent),-0.1
203,Czechia,2020,Total fertility rate (children per women),1.7
203,Czechia,2020,"Infant mortality for both sexes (per 1,000 live births)",2.5
203,Czechia,2020,"Maternal mortality ratio (deaths per 100,000 population)",3
203,Czechia,2020,Life expectancy at birth for both sexes (years),78.6
203,Czechia,2020,Life expectancy at birth for males (years),75.6
203,Czechia,2020,Life expectancy at birth for females (years),81.5
203,Czechia,2022,Population annual rate of increase (percent),-0.1
203,Czechia,2022,Total fertility rate (children per women),1.7
203,Czechia,2022,"Infant mortality for both sexes (per 1,000 live births)",2.4
203,Czechia,2022,Life expectancy at birth for both sexes (years),78.1
203,Czechia,2022,Life expectancy at birth for males (years),75.1
203,Czechia,2022,Life expectancy at birth for females (years),81.2
408,Dem. People's Rep. Korea,2010,Population annual rate of increase (percent),0.4
408,Dem. People's Rep. Korea,2010,Total fertility rate (children per women),1.8
408,Dem. People's Rep. Korea,2010,"Infant mortality for both sexes (per 1,000 live births)",23.1
408,Dem. People's Rep. Korea,2010,"Maternal mortality ratio (deaths per 100,000 population)",130
408,Dem. People's Rep. Korea,2010,Life expectancy at birth for both sexes (years),70.4
408,Dem. People's Rep. Korea,2010,Life expectancy at birth for males (years),66.5
408,Dem. People's Rep. Korea,2010,Life expectancy at birth for females (years),73.5
408,Dem. People's Rep. Korea,2015,Population annual rate of increase (percent),0.5
408,Dem. People's Rep. Korea,2015,Total fertility rate (children per women),1.9
408,Dem. People's Rep. Korea,2015,"Infant mortality for both sexes (per 1,000 live births)",16.8
408,Dem. People's Rep. Korea,2015,"Maternal mortality ratio (deaths per 100,000 population)",108
408,Dem. People's Rep. Korea,2015,Life expectancy at birth for both sexes (years),72.8
408,Dem. People's Rep. Korea,2015,Life expectancy at birth for males (years),69.7
408,Dem. People's Rep. Korea,2015,Life expectancy at birth for females (years),75.5
408,Dem. People's Rep. Korea,2020,Population annual rate of increase (percent),0.4
408,Dem. People's Rep. Korea,2020,Total fertility rate (children per women),1.8
408,Dem. People's Rep. Korea,2020,"Infant mortality for both sexes (per 1,000 live births)",13.3
408,Dem. People's Rep. Korea,2020,"Maternal mortality ratio (deaths per 100,000 population)",107
408,Dem. People's Rep. Korea,2020,Life expectancy at birth for both sexes (years),73.3
408,Dem. People's Rep. Korea,2020,Life expectancy at birth for males (years),70.8
408,Dem. People's Rep. Korea,2020,Life expectancy at birth for females (years),75.7
408,Dem. People's Rep. Korea,2022,Population annual rate of increase (percent),0.4
408,Dem. People's Rep. Korea,2022,Total fertility rate (children per women),1.8
408,Dem. People's Rep. Korea,2022,"Infant mortality for both sexes (per 1,000 live births)",13.6
408,Dem. People's Rep. Korea,2022,Life expectancy at birth for both sexes (years),73.6
408,Dem. People's Rep. Korea,2022,Life expectancy at birth for males (years),71
408,Dem. People's Rep. Korea,2022,Life expectancy at birth for females (years),76.1
180,Dem. Rep. of the Congo,2010,Population annual rate of increase (percent),3.3
180,Dem. Rep. of the Congo,2010,Total fertility rate (children per women),6.6
180,Dem. Rep. of the Congo,2010,"Infant mortality for both sexes (per 1,000 live births)",72.2
180,Dem. Rep. of the Congo,2010,"Maternal mortality ratio (deaths per 100,000 population)",601
180,Dem. Rep. of the Congo,2010,Life expectancy at birth for both sexes (years),56.4
180,Dem. Rep. of the Congo,2010,Life expectancy at birth for males (years),54.8
180,Dem. Rep. of the Congo,2010,Life expectancy at birth for females (years),58
180,Dem. Rep. of the Congo,2015,Population annual rate of increase (percent),3.4
180,Dem. Rep. of the Congo,2015,Total fertility rate (children per women),6.4
180,Dem. Rep. of the Congo,2015,"Infant mortality for both sexes (per 1,000 live births)",62.2
180,Dem. Rep. of the Congo,2015,"Maternal mortality ratio (deaths per 100,000 population)",578
180,Dem. Rep. of the Congo,2015,Life expectancy at birth for both sexes (years),58.5
180,Dem. Rep. of the Congo,2015,Life expectancy at birth for males (years),56.7
180,Dem. Rep. of the Congo,2015,Life expectancy at birth for females (years),60.3
180,Dem. Rep. of the Congo,2020,Population annual rate of increase (percent),3.3
180,Dem. Rep. of the Congo,2020,Total fertility rate (children per women),6.2
180,Dem. Rep. of the Congo,2020,"Infant mortality for both sexes (per 1,000 live births)",53.9
180,Dem. Rep. of the Congo,2020,"Maternal mortality ratio (deaths per 100,000 population)",547
180,Dem. Rep. of the Congo,2020,Life expectancy at birth for both sexes (years),59.7
180,Dem. Rep. of the Congo,2020,Life expectancy at birth for males (years),57.8
180,Dem. Rep. of the Congo,2020,Life expectancy at birth for females (years),61.7
180,Dem. Rep. of the Congo,2022,Population annual rate of increase (percent),3.2
180,Dem. Rep. of the Congo,2022,Total fertility rate (children per women),6.1
180,Dem. Rep. of the Congo,2022,"Infant mortality for both sexes (per 1,000 live births)",50
180,Dem. Rep. of the Congo,2022,Life expectancy at birth for both sexes (years),59.7
180,Dem. Rep. of the Congo,2022,Life expectancy at birth for males (years),57.5
180,Dem. Rep. of the Congo,2022,Life expectancy at birth for females (years),62.1
208,Denmark,2010,Population annual rate of increase (percent),0.5
208,Denmark,2010,Total fertility rate (children per women),1.9
208,Denmark,2010,"Infant mortality for both sexes (per 1,000 live births)",3.4
208,Denmark,2010,"Maternal mortality ratio (deaths per 100,000 population)",7
208,Denmark,2010,Life expectancy at birth for both sexes (years),79.2
208,Denmark,2010,Life expectancy at birth for males (years),77.1
208,Denmark,2010,Life expectancy at birth for females (years),81.3
208,Denmark,2015,Population annual rate of increase (percent),0.5
208,Denmark,2015,Total fertility rate (children per women),1.7
208,Denmark,2015,"Infant mortality for both sexes (per 1,000 live births)",3.7
208,Denmark,2015,"Maternal mortality ratio (deaths per 100,000 population)",6
208,Denmark,2015,Life expectancy at birth for both sexes (years),80.7
208,Denmark,2015,Life expectancy at birth for males (years),78.8
208,Denmark,2015,Life expectancy at birth for females (years),82.7
208,Denmark,2020,Population annual rate of increase (percent),0.5
208,Denmark,2020,Total fertility rate (children per women),1.7
208,Denmark,2020,"Infant mortality for both sexes (per 1,000 live births)",3.1
208,Denmark,2020,"Maternal mortality ratio (deaths per 100,000 population)",5
208,Denmark,2020,Life expectancy at birth for both sexes (years),81.5
208,Denmark,2020,Life expectancy at birth for males (years),79.6
208,Denmark,2020,Life expectancy at birth for females (years),83.5
208,Denmark,2022,Population annual rate of increase (percent),0.5
208,Denmark,2022,Total fertility rate (children per women),1.7
208,Denmark,2022,"Infant mortality for both sexes (per 1,000 live births)",2.9
208,Denmark,2022,Life expectancy at birth for both sexes (years),81.9
208,Denmark,2022,Life expectancy at birth for males (years),80
208,Denmark,2022,Life expectancy at birth for females (years),83.8
262,Djibouti,2010,Population annual rate of increase (percent),1.9
262,Djibouti,2010,Total fertility rate (children per women),3.4
262,Djibouti,2010,"Infant mortality for both sexes (per 1,000 live births)",51.3
262,Djibouti,2010,"Maternal mortality ratio (deaths per 100,000 population)",274
262,Djibouti,2010,Life expectancy at birth for both sexes (years),60.3
262,Djibouti,2010,Life expectancy at birth for males (years),58.3
262,Djibouti,2010,Life expectancy at birth for females (years),62.3
262,Djibouti,2015,Population annual rate of increase (percent),1.7
262,Djibouti,2015,Total fertility rate (children per women),3.1
262,Djibouti,2015,"Infant mortality for both sexes (per 1,000 live births)",45.2
262,Djibouti,2015,"Maternal mortality ratio (deaths per 100,000 population)",244
262,Djibouti,2015,Life expectancy at birth for both sexes (years),62
262,Djibouti,2015,Life expectancy at birth for males (years),59.7
262,Djibouti,2015,Life expectancy at birth for females (years),64.3
262,Djibouti,2020,Population annual rate of increase (percent),1.4
262,Djibouti,2020,Total fertility rate (children per women),2.8
262,Djibouti,2020,"Infant mortality for both sexes (per 1,000 live births)",39.6
262,Djibouti,2020,"Maternal mortality ratio (deaths per 100,000 population)",234
262,Djibouti,2020,Life expectancy at birth for both sexes (years),62.7
262,Djibouti,2020,Life expectancy at birth for males (years),60.1
262,Djibouti,2020,Life expectancy at birth for females (years),65.5
262,Djibouti,2022,Population annual rate of increase (percent),1.4
262,Djibouti,2022,Total fertility rate (children per women),2.8
262,Djibouti,2022,"Infant mortality for both sexes (per 1,000 live births)",36.5
262,Djibouti,2022,Life expectancy at birth for both sexes (years),62.9
262,Djibouti,2022,Life expectancy at birth for males (years),60.3
262,Djibouti,2022,Life expectancy at birth for females (years),65.5
212,Dominica,2010,Population annual rate of increase (percent),-0.1
212,Dominica,2010,Total fertility rate (children per women),1.9
212,Dominica,2010,"Infant mortality for both sexes (per 1,000 live births)",21.2
212,Dominica,2010,Life expectancy at birth for both sexes (years),71.6
212,Dominica,2010,Life expectancy at birth for males (years),68.7
212,Dominica,2010,Life expectancy at birth for females (years),74.9
212,Dominica,2015,Population annual rate of increase (percent),-0.3
212,Dominica,2015,Total fertility rate (children per women),1.7
212,Dominica,2015,"Infant mortality for both sexes (per 1,000 live births)",33.9
212,Dominica,2015,Life expectancy at birth for both sexes (years),68.7
212,Dominica,2015,Life expectancy at birth for males (years),66.6
212,Dominica,2015,Life expectancy at birth for females (years),71.1
212,Dominica,2022,Population annual rate of increase (percent),0.4
